x,y0,y1,y2,y3,y4,y5
61477,2244,-2829,-5592,980,-8105,848
61487,2319,-2094,-6034,2193,-8017,939
61497,2419,-1843,-6470,2659,-7767,1031
61507,2634,-1920,-6422,2836,-7476,1124
61516,3061,-1754,-6285,3202,-7162,1133
61526,3563,-1233,-6247,3754,-6666,987
61536,3976,-558,-6346,4275,-5963,723
61546,4366,51,-6580,4454,-5236,472
61557,4686,476,-6705,4237,-4679,335
61567,4999,622,-6665,3782,-4384,314
61577,5425,691,-6188,3375,-4348,327
61585,8919,3767,-8344,2685,-4132,346
61595,6308,1682,-4191,422,-3055,301
61606,7952,764,-3787,-165,-2950,248
61616,8626,1070,-3522,663,-2503,-17
61626,9148,2367,-3109,1141,-1970,-252
61636,9818,3308,-2594,360,-1207,-350
61647,10288,3273,-2252,-1141,-193,-288
61655,10726,2944,-1771,-2524,1006,-243
61665,11069,2523,-1167,-3700,2384,-254
61675,11080,1331,-777,-4584,4111,-270
61686,560,-895,-4758,-4838,6324,-193
61696,2491,-2132,-24893,-6215,6735,77
61706,856,2575,-4204,-3154,-1987,-296
61716,304,-74,-5514,744,-1586,-42
61726,210,127,-4475,239,-709,-30
61735,294,9,-4224,210,-335,46
61745,337,-6,-4289,291,-334,63
61755,318,-18,-4263,284,-330,67
61765,427,-63,-4255,313,-350,69
61776,361,-98,-4290,270,-356,63
61786,346,-63,-4310,187,-339,45
61796,331,-40,-4298,167,-321,37
61804,294,-25,-4298,172,-286,34
61815,308,-73,-4358,212,-241,41
61825,306,-79,-4373,224,-170,40
61835,287,-74,-4342,209,-122,33
61845,302,-95,-4319,188,-89,33
61856,295,-86,-4342,153,-65,28
61866,289,-87,-4323,120,-34,17
61876,293,-61,-4303,106,-1,16
61886,291,-85,-4323,94,14,12
61894,291,-72,-4313,101,34,12
61905,281,-85,-4297,107,54,12
61915,297,-81,-4309,106,68,9
61925,286,-92,-4295,101,73,4
61935,277,-85,-4300,88,72,-1
61946,283,-80,-4281,76,69,-5
61956,285,-86,-4310,77,68,-11
61964,285,-86,-4309,86,70,-9
61974,304,-104,-4312,87,80,-10
61985,301,-102,-4274,82,95,-13
61995,308,-114,-4288,69,103,-18
62005,295,-99,-4291,46,103,-26
62015,332,-18,-4303,30,92,-20
62025,411,-395,-4269,87,90,21
62036,270,-160,-4349,-29,111,-70
62046,303,-123,-4301,-32,109,-57
62054,312,-82,-4278,-32,115,-48
62064,311,-103,-4313,-39,124,-55
62075,308,-115,-4312,-29,139,-67
62085,318,-118,-4321,-13,161,-86
62095,316,-113,-4316,2,181,-112
62105,325,-91,-4279,19,194,-128
62114,344,-113,-4293,37,201,-137
62124,332,-126,-4338,64,227,-163
62134,341,-62,-4366,125,277,-206
62144,360,-78,-4417,204,358,-205
62155,320,-88,-4418,275,472,-189
62165,380,-107,-4481,330,615,-191
62175,400,-53,-4679,344,812,-189
62185,420,-168,-4571,326,1178,-156
62195,424,-114,-4599,342,1480,-160
62204,457,-42,-4620,360,1735,-161
62214,455,-59,-4689,366,1959,-118
62224,571,-139,-4699,437,2252,-64
62234,614,-127,-4662,415,2493,-64
62245,695,-127,-4757,403,2754,-55
62255,784,-219,-4886,398,3046,-47
62265,814,-204,-5060,436,3378,-44
62273,780,-392,-5341,475,3846,-61
62284,1010,-412,-5540,396,4366,-145
62294,1134,-405,-5741,331,4946,-203
62304,1122,-441,-6015,284,5586,-285
62314,1300,-773,-6310,298,6535,-427
62325,1441,-1115,-6863,162,7615,-621
62335,1616,-989,-7271,-55,8704,-902
62345,1336,-325,-7804,-223,9610,-1113
62355,2141,-500,-7345,-196,10503,-1095
62363,1886,-1382,-7058,367,11136,-1046
62374,2031,218,-7581,1623,11412,-1101
62384,2589,1217,-9445,1398,11302,-1090
62394,3223,350,-8448,-300,11003,-1016
62404,1325,-925,-7055,-1274,10944,-978
62415,341,-1269,-6353,-1123,10695,-1041
62425,-1985,-1771,-4929,-633,10678,-1214
62435,-6074,-2016,-2460,121,10240,-1677
62443,-8041,-339,-1734,603,7844,-2789
62454,-5381,-864,-7501,837,3750,-3678
62464,-6493,950,-6206,846,-982,-3859
62474,-4284,1125,-4396,-667,-4286,-3332
62484,-2503,4,-3101,-2906,-5326,-2241
62494,-1992,-1654,-1911,-3910,-4770,-1024
62505,-2178,-2383,-1933,-3315,-4469,-28
62513,-2133,-1830,-2671,-1805,-4942,673
62523,-1698,-292,-3441,-739,-5731,1210
62533,-1174,234,-3659,-926,-6353,1648
62544,-715,-138,-3522,-1544,-6819,1855
62554,-321,-622,-3427,-1625,-7226,1709
62564,90,-558,-3648,-1135,-7593,1263
62574,453,-175,-4042,-561,-7875,711
62585,824,4,-4451,-263,-8056,270
62593,1091,-169,-4783,-196,-8153,55
62603,1381,-505,-5172,-128,-8213,107
62613,1606,-758,-5417,72,-8248,419
62624,1816,-944,-5604,320,-8230,907
62634,1948,-1129,-5797,567,-8117,1435
62644,2033,-1315,-5995,866,-7955,1872
62654,2121,-1417,-6198,1221,-7782,2129
62662,2292,-1440,-6317,1592,-7607,2195
62673,2518,-1410,-6433,1978,-7424,2094
62683,2795,-1184,-6442,2446,-7242,1838
62693,3285,-734,-6403,2994,-7009,1396
62703,3715,-309,-6406,3392,-6657,825
62714,4142,-31,-6224,3545,-6141,250
62724,4512,81,-6034,3454,-5521,-179
62734,4857,-78,-5835,3256,-4848,-409
62744,10205,3068,-11792,3102,-4167,-482
62753,4619,1314,-2482,560,-2024,-343
62763,7818,-320,-3698,-353,-1489,-38
62773,8223,-170,-3721,689,-880,268
62783,8191,1050,-3143,1641,-288,744
62793,8615,1437,-2951,1387,324,1328
62804,9072,1382,-2869,656,931,1928
62814,9327,1507,-2402,-140,1422,2286
62822,9603,1345,-1885,-1204,1982,2241
62832,10113,1154,-1699,-2273,2866,1728
62843,13399,2643,-13181,-3632,4188,652
62853,2451,-973,-6912,-8615,1644,-892
62863,-452,2549,-6278,-2907,-2354,-785
62873,67,-156,-5242,330,-1435,-181
62884,314,183,-4503,204,-868,-76
62894,305,9,-4421,260,-458,25
62902,389,-90,-4343,299,-318,37
62912,289,39,-4147,202,-287,22
62923,465,9,-4229,321,-334,45
62933,347,-72,-4260,367,-362,63
62943,331,-55,-4314,331,-370,57
62953,322,-84,-4317,315,-356,53
62963,289,-77,-4349,290,-311,45
62974,286,-81,-4396,280,-255,44
62982,279,-86,-4346,251,-187,39
62992,311,-94,-4287,185,-141,27
63002,278,-97,-4307,130,-126,20
63013,261,-99,-4330,105,-93,14
63023,269,-79,-4304,85,-46,7
63033,283,-85,-4311,72,-14,4
63043,257,-73,-4335,73,4,5
63052,263,-62,-4279,77,22,3
63062,277,-66,-4285,85,44,5
63072,270,-94,-4320,85,53,4
63082,274,-94,-4258,82,55,-1
63093,296,-93,-4326,74,53,-3
63103,291,-90,-4270,66,47,-5
63113,278,-95,-4313,59,41,-7
63121,275,-81,-4297,57,39,-8
63131,275,-94,-4300,53,44,-10
63142,273,-102,-4287,41,42,-12
63152,267,-102,-4277,20,42,-15
63162,275,-84,-4318,4,37,-17
63172,296,-78,-4280,-17,34,-17
63183,281,-96,-4289,-33,30,-22
63193,285,-70,-4300,-44,28,-22
63203,296,-72,-4297,-41,27,-20
63211,265,-80,-4283,-52,30,-19
63222,268,-87,-4276,-68,31,-20
63232,262,-48,-4257,-86,31,-20
63242,279,-50,-4265,-94,26,-18
63252,275,-52,-4284,-97,18,-17
63262,281,-67,-4289,-96,18,-16
63271,298,-68,-4331,-82,23,-19
63281,282,-47,-4310,-62,35,-17
63291,290,-67,-4313,-39,48,-16
63301,283,-63,-4301,-16,63,-16
63312,268,-58,-4323,10,76,-14
63322,299,-49,-4299,20,99,-16
63332,289,-62,-4325,20,126,-20
63342,299,-76,-4332,19,153,-26
63351,299,-72,-4360,18,188,-32
63361,297,-67,-4376,17,230,-42
63371,310,-117,-4316,33,289,-73
63381,303,-97,-4389,45,341,-136
63392,325,-149,-4386,64,395,-195
63402,270,-34,-4466,116,515,-266
63412,366,-113,-4590,247,753,-312
63422,373,108,-4875,368,1054,-282
63432,395,-59,-4646,324,1536,-184
63441,407,-89,-4821,362,1898,-166
63451,393,62,-4909,370,2249,-141
63461,523,-28,-5113,432,2688,-61
63471,618,-185,-5356,420,3225,-31
63482,734,-262,-5613,328,3839,-71
63492,850,-190,-5837,250,4506,-184
63502,833,-239,-5995,266,5155,-282
63512,883,-298,-5647,345,5748,-294
63521,793,-46,-5834,371,6539,-323
63531,890,-35,-5965,227,7286,-305
63541,1054,-36,-6049,-50,8015,-260
63551,1347,-54,-6515,-329,8628,-232
63561,1892,-107,-6550,-213,9319,-177
63572,1578,-98,-6626,232,9938,-159
63582,2289,-418,-6798,695,10203,-95
63592,2143,794,-7465,1069,10394,-88
63600,2411,1256,-8341,222,10108,-41
63611,2721,152,-7612,-1312,9978,57
63621,1444,-806,-6377,-1934,9932,127
63631,614,-1027,-5558,-1862,9730,50
63641,-3241,-1410,-3672,-1681,9422,-112
63652,-6405,-1080,-2101,-1366,7930,-693
63660,-4539,-1691,-3707,-789,5223,-1926
63672,-5079,-690,-6035,206,2131,-2889
63680,-4624,1185,-4706,544,-889,-3184
63691,-3033,937,-3953,-1339,-2421,-2642
63701,-2530,-1219,-2610,-3132,-2578,-1648
63711,-2720,-2555,-2159,-3094,-2711,-720
63721,-2642,-2140,-2691,-1797,-3428,-3
63731,-2313,-823,-3327,-919,-4335,693
63742,-1726,-577,-3511,-1243,-5107,1486
63750,-1177,-1241,-3464,-1901,-5746,2175
63760,-679,-1725,-3503,-2062,-6304,2539
63770,-361,-1698,-3644,-1743,-6796,2580
63781,14,-1536,-4059,-1381,-7238,2428
63791,430,-1512,-4366,-1183,-7595,2193
63801,947,-1571,-4589,-1035,-7901,1937
63811,1433,-1643,-4709,-817,-8102,1687
63822,1910,-1646,-4952,-500,-8184,1522
63830,2106,-1625,-5108,-165,-8149,1494
63840,2207,-1639,-5301,113,-8060,1588
63850,2243,-1731,-5470,349,-7918,1756
63861,2292,-1878,-5595,619,-7711,1908
63871,2440,-2003,-5751,978,-7451,1934
63881,2642,-2022,-5927,1395,-7133,1796
63891,2842,-1956,-6074,1837,-6818,1527
63901,3073,-1686,-6160,2317,-6567,1196
63910,3395,-1261,-6086,2752,-6293,857
63920,3677,-942,-5958,2954,-5848,562
63930,3824,-805,-5769,2991,-5230,331
63940,3922,-717,-5586,3110,-4546,153
63951,4152,-545,-5501,3335,-3880,22
63961,6111,1991,-3114,2160,-2483,68
63971,5232,414,-4576,-977,-991,261
63979,5961,-686,-4482,-1361,-890,446
63990,6051,165,-4169,349,-906,430
64000,6134,1192,-3631,1091,-963,354
64010,6727,1582,-3237,767,-835,370
64020,7321,1678,-3000,181,-472,477
64030,7738,1694,-2588,-433,122,641
64041,7607,1596,-2246,-1035,899,863
64051,7879,1545,-2238,-1652,1780,1102
64059,8399,1646,-2403,-2468,2780,1330
64069,7837,3702,-2736,-4643,3587,1212
64080,5625,821,-3276,-6313,71,-391
64090,-22,1349,-3785,-1502,-1438,-531
64100,96,-72,-4815,586,-1054,-84
64110,288,208,-4521,378,-731,-36
64121,358,15,-4328,361,-468,39
64131,341,-41,-4249,336,-395,53
64139,240,56,-4203,289,-406,39
64149,471,-9,-4303,363,-448,58
64160,434,-75,-4292,348,-436,50
64170,354,-18,-4263,243,-424,35
64180,337,-41,-4371,163,-427,23
64190,322,-32,-4326,107,-384,14
64200,288,13,-4355,95,-321,15
64211,341,-8,-4364,135,-260,27
64219,307,-40,-4333,155,-205,32
64229,277,-52,-4339,128,-166,30
64239,302,-31,-4324,76,-134,18
64250,293,-41,-4333,37,-95,10
64260,316,-30,-4365,11,-69,3
64270,292,-25,-4330,10,-42,2
64280,284,-22,-4342,34,-14,6
64291,290,-36,-4308,54,18,13
64299,282,-29,-4321,58,39,11
64309,294,-30,-4301,49,51,10
64319,292,-40,-4293,33,63,4
64329,311,-29,-4302,26,70,2
64340,304,-39,-4307,17,72,3
64350,303,-30,-4311,26,74,0
64360,288,-24,-4318,34,75,1
64368,285,-23,-4309,38,80,-3
64379,297,-25,-4285,27,84,-4
64389,289,-26,-4276,21,82,-11
64399,292,-15,-4297,17,75,-11
64409,297,-20,-4271,15,66,-13
64420,319,-30,-4254,21,54,-9
64430,302,-33,-4260,18,43,-8
64440,284,-24,-4253,13,32,-11
64448,302,-40,-4298,8,27,-11
64459,294,-27,-4311,6,20,-13
64469,288,-18,-4312,-1,25,-17
64479,319,-1,-4341,-7,27,-17
64489,306,-6,-4309,-10,35,-21
64499,297,-16,-4313,-17,42,-19
64510,307,-11,-4313,-19,51,-24
64518,292,-18,-4296,-17,56,-23
64528,309,3,-4284,-18,63,-22
64538,298,-33,-4292,-13,73,-22
64549,336,-21,-4279,-14,80,-26
64559,307,-22,-4333,-21,86,-28
64569,322,-25,-4307,-23,98,-29
64579,294,-25,-4308,-25,109,-32
64590,321,2,-4326,-20,127,-33
64598,311,-13,-4318,-16,141,-34
64608,324,1,-4336,-13,160,-38
64618,331,-50,-4308,-18,187,-47
64629,322,-10,-4375,-31,219,-58
64639,311,-52,-4384,-51,264,-80
64649,354,-76,-4392,-72,326,-117
64659,413,-97,-4432,-80,384,-163
64669,365,-128,-4408,-76,483,-243
64678,363,25,-4575,-50,585,-314
64688,391,95,-4767,-51,854,-310
64698,382,59,-4685,-36,1249,-234
64708,433,23,-4794,15,1545,-177
64719,349,24,-4975,50,1856,-148
64729,528,-41,-4895,92,2312,-122
64739,607,56,-4901,78,2608,-131
64749,713,-36,-4820,25,2903,-118
64758,730,-131,-4870,26,3173,-158
64768,825,-191,-4960,157,3323,-203
64778,891,-266,-4846,282,3546,-267
64788,977,-325,-4929,282,3863,-373
64798,1042,-584,-4928,220,4194,-508
64809,1201,-729,-5014,166,4484,-738
64817,1245,-874,-4942,24,4750,-1035
64829,1223,-746,-4828,11,4955,-1356
64837,1387,-786,-4808,-211,5092,-1648
64848,1674,-1471,-4418,-399,5139,-1902
64858,1778,-1469,-4382,-106,5187,-2234
64868,1953,-1219,-5141,452,5116,-2637
64878,1843,-535,-5171,709,4942,-3037
64889,2032,-581,-5000,251,4796,-3241
64899,2086,-1155,-4476,-203,4698,-3423
64907,1773,-678,-4412,-323,4546,-3690
64917,1162,-453,-4374,-759,4250,-3963
64928,-81,-861,-3821,-1373,3921,-4129
64938,-1011,-1456,-3401,-1661,3432,-4180
64948,-1951,-2319,-3117,-1440,2932,-3887
64958,-2205,-3124,-3382,-596,2135,-3005
64968,-2436,-2408,-3448,698,759,-1936
64979,-1702,-1599,-3160,1232,-214,-1030
64987,-1682,-1781,-2955,1185,-442,-251
64997,-1890,-1684,-3254,1505,-802,291
65007,-1807,-1020,-3672,1947,-1553,522
65018,-1480,-545,-3836,2063,-2361,527
65028,-1026,-314,-3792,2033,-3063,388
65038,-541,14,-3822,2098,-3615,142
65048,-179,336,-3856,2211,-4016,-172
65057,32,682,-4045,2316,-4272,-495
65067,176,915,-4234,2390,-4461,-801
65077,319,1146,-4488,2444,-4632,-1107
65087,601,1334,-4638,2474,-4785,-1438
65097,892,1433,-4736,2460,-4892,-1782
65108,1114,1305,-4801,2368,-4909,-2098
65118,1253,939,-4774,2263,-4848,-2321
65128,1383,605,-4742,2222,-4726,-2453
65138,1485,329,-4718,2273,-4552,-2481
65147,1548,203,-4690,2425,-4352,-2377
65157,1627,204,-4714,2664,-4146,-2129
65167,1823,321,-4753,2922,-3927,-1772
65177,2123,655,-4763,3171,-3696,-1385
65188,2534,1255,-4688,3339,-3419,-1113
65198,5252,6786,-9775,3336,-3030,-1107
65208,2967,2384,-3846,43,-2921,-1927
65218,4379,2769,-4567,-56,-2652,-2490
65227,4160,3702,-4561,-128,-2048,-3770
65237,4067,3023,-4375,-1052,-1440,-4705
65247,4229,2504,-4462,-1615,-892,-5347
65257,4415,2152,-4374,-1983,-461,-5747
65267,3746,668,-4161,-1960,-342,-5917
65278,2926,-9,-3496,-521,-787,-5852
65288,4150,2533,-4476,429,-1098,-5725
65296,2912,2707,-4376,219,-872,-5036
65306,2160,3343,-3953,-155,-539,-3695
65317,720,3273,-4286,-375,-454,-1898
65327,339,360,-4183,-327,-433,-342
65337,382,64,-4291,123,-406,-8
65347,417,53,-4386,242,-434,53
65358,420,-12,-4391,260,-424,68
65368,413,-58,-4385,225,-379,52
65376,396,-9,-4322,166,-326,26
65386,416,-10,-4225,128,-293,13
65397,418,-26,-4243,117,-313,8
65407,421,-27,-4270,110,-342,-4
65417,395,-3,-4349,84,-347,-17
65427,390,-5,-4296,76,-316,-23
65437,366,33,-4304,99,-294,-11
65446,350,29,-4313,145,-276,4
65456,340,7,-4328,190,-257,19
65466,357,-30,-4351,215,-226,33
65476,342,-34,-4303,215,-195,32
65487,334,-30,-4319,195,-168,32
65497,330,-30,-4275,169,-154,23
65507,332,-53,-4311,141,-150,16
65517,327,-23,-4281,115,-158,11
65528,312,-11,-4277,104,-161,9
65536,341,-9,-4289,101,-168,8
65546,317,-35,-4308,104,-174,10
65556,335,-44,-4299,102,-163,8
65566,323,-30,-4313,101,-159,6
65577,303,-57,-4313,97,-156,7
65587,322,-58,-4287,89,-146,6
65597,301,-46,-4307,83,-137,2
65605,292,-50,-4302,81,-121,1
65616,315,-52,-4318,77,-102,1
65626,288,-43,-4321,73,-81,-2
65636,299,-38,-4318,72,-58,0
65646,293,-45,-4305,72,-35,-4
65657,287,-65,-4332,68,-15,-4
65667,293,-51,-4281,59,-1,-3
65677,301,-22,-4275,54,6,-4
65685,300,-52,-4285,53,2,-2
65696,291,-50,-4258,58,4,-2
65706,301,-45,-4276,58,6,-3
65716,302,-38,-4281,53,10,-6
65726,308,-34,-4261,49,9,-3
65736,284,-29,-4268,44,5,-5
65747,287,-47,-4287,43,5,-2
65757,282,-41,-4258,45,6,-3
65765,315,-49,-4298,38,6,-2
65775,312,-57,-4286,39,9,-2
65786,293,-51,-4299,43,13,-3
65796,303,-61,-4289,44,22,-5
65806,293,-45,-4280,40,22,-6
65816,297,-49,-4283,35,22,-9
65827,292,-53,-4285,30,23,-8
65837,286,-37,-4335,29,25,-9
65845,278,-53,-4318,31,26,-9
65855,292,-34,-4283,31,36,-9
65865,323,-62,-4340,30,42,-11
65876,309,-36,-4320,32,53,-9
65886,274,-47,-4300,34,60,-10
65896,297,-38,-4294,30,80,-11
65906,305,-29,-4328,23,95,-12
65915,311,-34,-4347,21,116,-12
65925,317,-48,-4300,19,149,-15
65935,327,-39,-4339,22,180,-22
65945,299,-43,-4315,23,208,-27
65956,340,-60,-4290,19,222,-34
65966,340,-55,-4305,11,225,-36
65976,310,-30,-4297,5,225,-37
65986,332,-20,-4309,9,223,-41
65995,351,-44,-4326,18,238,-45
66005,340,-47,-4361,31,270,-53
66015,341,-109,-4346,40,318,-72
66025,372,-96,-4363,43,372,-127
66035,342,-91,-4417,88,443,-246
66046,392,-166,-4414,147,506,-373
66056,354,-233,-4487,237,602,-403
66064,398,-43,-4793,301,757,-455
66074,362,-74,-4592,227,1085,-433
66085,480,-390,-4644,244,1289,-420
66095,424,-371,-4664,330,1476,-526
66105,505,-478,-4690,419,1671,-700
66115,583,-703,-4683,580,1959,-931
66126,448,-671,-4759,638,2182,-1235
66134,589,-737,-4591,578,2347,-1563
66144,660,-942,-4416,612,2508,-1892
66154,591,-991,-4315,716,2617,-2266
66165,697,-851,-4214,848,2650,-2654
66175,760,-919,-4154,995,2639,-2995
66185,449,-792,-4364,1386,2486,-3323
66195,163,-275,-4233,1977,2205,-3710
66205,252,-72,-4434,2067,2015,-3946
66216,35,-271,-4275,2024,1878,-4063
66224,-315,-414,-4226,2087,1688,-4250
66234,-27,-787,-4155,2156,1456,-4447
66244,124,-547,-4122,2199,1278,-4645
66255,-421,122,-4019,2274,1069,-5010
66265,-862,666,-4008,2207,761,-5367
66275,-1129,740,-4032,2025,450,-5643
66285,-1451,773,-3983,1867,94,-5822
66296,-1689,865,-4063,1655,-302,-5837
66304,-1834,760,-4086,1377,-718,-5652
66314,-1821,803,-4196,1074,-1166,-5332
66324,-1714,600,-4094,699,-1629,-4955
66334,-1500,184,-3954,506,-2041,-4596
66345,-1264,13,-3979,661,-2413,-4318
66355,-1032,92,-4101,892,-2750,-4100
66365,-696,66,-4216,1000,-3029,-3909
66375,-401,78,-4308,1072,-3250,-3780
66384,11,300,-4352,1162,-3432,-3767
66394,414,503,-4358,1173,-3537,-3881
66404,839,580,-4345,1147,-3499,-4097
66414,1499,1507,-5246,1054,-3329,-4409
66425,1570,988,-4352,369,-3115,-4820
66435,2256,1086,-4663,149,-2783,-5163
66443,2322,1462,-4611,-229,-2345,-5591
66455,2852,1019,-4630,-788,-1896,-5823
66464,4624,833,-3286,-1740,-751,-5775
66474,4092,-2552,-4948,-2173,-154,-5326
66484,5821,1314,-3754,-341,-431,-4596
66494,5158,538,-3819,-66,-288,-3534
66504,5272,1554,-3953,147,-197,-2522
66515,3261,2136,-3917,63,-146,-1450
66525,404,202,-4114,-111,-177,-258
66533,242,38,-4178,89,-242,9
66543,395,-30,-4166,172,-343,6
66554,438,1,-4266,168,-481,-7
66564,405,6,-4310,176,-497,-12
66574,378,-13,-4321,159,-457,-15
66584,382,20,-4312,157,-409,-14
66595,379,-4,-4306,166,-367,-6
66605,367,-31,-4329,162,-325,3
66613,347,-20,-4288,149,-276,2
66623,358,-1,-4274,144,-248,4
66633,334,-12,-4277,159,-242,17
66644,343,-23,-4262,160,-246,25
66654,343,-48,-4267,148,-254,29
66664,368,-48,-4292,114,-268,22
66672,337,-63,-4285,75,-273,14
66683,340,-33,-4316,47,-275,7
66693,323,-44,-4276,32,-271,3
66703,316,-18,-4335,32,-252,6
66713,297,-39,-4332,58,-208,13
66724,294,-24,-4321,89,-158,20
66734,323,-44,-4328,98,-116,24
66744,283,-48,-4312,82,-97,19
66754,296,-61,-4327,52,-81,8
66763,301,-57,-4320,28,-68,3
66773,296,-36,-4309,21,-60,-1
66783,290,-50,-4299,26,-45,-1
66793,294,-49,-4321,49,-33,4
66803,293,-44,-4285,67,-13,6
66814,279,-45,-4319,72,6,8
66824,269,-46,-4298,72,14,3
66834,287,-48,-4287,67,16,4
66842,279,-17,-4281,64,21,0
66853,291,-44,-4294,70,24,1
66863,291,-47,-4282,80,27,3
66873,285,-41,-4295,79,25,2
66883,297,-66,-4274,74,24,-1
66894,288,-33,-4303,66,19,-3
66904,277,-29,-4315,56,12,-3
66914,301,-49,-4273,50,13,-6
66922,268,-57,-4291,49,7,-6
66933,290,-45,-4269,46,4,-6
66943,293,-38,-4281,38,4,-4
66953,295,-53,-4269,36,-1,-6
66963,287,-31,-4292,36,1,-5
66973,305,-47,-4300,37,7,-2
66984,304,-45,-4283,31,17,-4
66992,288,-57,-4277,23,21,-6
67002,289,-54,-4286,24,23,-7
67012,279,-43,-4308,32,27,-8
67023,289,-34,-4301,41,28,-6
67033,295,-40,-4279,51,29,-6
67043,287,-56,-4284,50,31,-9
67053,314,-69,-4307,44,36,-9
67064,313,-43,-4297,32,36,-10
67072,307,-43,-4317,20,37,-17
67082,311,-68,-4319,13,42,-15
67092,285,-41,-4322,13,49,-18
67102,296,-34,-4316,21,63,-17
67113,308,-37,-4318,26,81,-16
67123,313,-49,-4312,36,95,-17
67133,311,-44,-4314,45,108,-18
67143,311,-56,-4317,51,125,-22
67152,296,-47,-4321,61,140,-27
67162,318,-74,-4329,60,168,-33
67172,325,-53,-4351,60,196,-43
67182,294,-68,-4314,49,218,-58
67193,331,-159,-4253,42,225,-83
67203,327,-188,-4315,46,234,-137
67213,340,-132,-4350,90,255,-261
67221,351,-313,-4363,119,296,-351
67232,381,-339,-4396,177,387,-476
67242,381,-436,-4568,258,512,-609
67252,377,-938,-4654,420,721,-816
67262,470,-915,-4828,476,1058,-1259
67272,431,-1381,-4665,473,1432,-1779
67283,223,-1282,-4604,587,1619,-2547
67293,214,-1210,-4403,661,1749,-3239
67301,118,-1149,-4241,790,1746,-3898
67311,284,-894,-4085,920,1638,-4530
67322,468,-562,-3965,949,1407,-4968
67332,440,-472,-3992,943,1159,-5267
67342,511,-253,-4014,925,935,-5423
67352,495,28,-4048,910,753,-5444
67363,494,133,-4108,899,612,-5345
67373,481,184,-4163,888,517,-5170
67381,572,288,-4212,879,443,-4979
67391,534,163,-4202,860,403,-4760
67401,519,119,-4231,866,364,-4591
67412,530,16,-4262,893,362,-4454
67422,498,-20,-4261,952,367,-4377
67432,484,-146,-4204,996,361,-4350
67442,470,-53,-4210,1060,328,-4381
67453,479,-202,-4178,1074,279,-4435
67461,408,-161,-4206,1081,211,-4530
67471,534,-173,-4205,1063,140,-4628
67481,423,-209,-4171,1069,64,-4729
67492,436,-249,-4161,1080,-17,-4850
67502,338,-179,-4193,1119,-115,-5030
67512,320,-265,-4130,1148,-220,-5217
67522,249,-37,-4174,1215,-349,-5511
67533,328,231,-4069,1247,-490,-5847
67541,260,492,-4070,1215,-635,-6156
67551,563,717,-4153,1205,-799,-6448
67561,620,973,-4011,1160,-907,-6733
67571,802,1097,-4026,1090,-1020,-7015
67582,855,1096,-4145,1036,-1094,-7321
67592,964,879,-4161,967,-1139,-7616
67600,1051,683,-4176,914,-1145,-7826
67612,1106,534,-4291,874,-1129,-7901
67621,1158,325,-4392,774,-1041,-7784
67631,1037,21,-4318,628,-935,-7513
67641,894,-314,-4293,573,-821,-7174
67651,711,-467,-4255,665,-712,-6781
67662,476,-711,-4290,783,-621,-6310
67672,223,-851,-4295,872,-556,-5753
67680,-45,-678,-4370,905,-553,-5138
67690,-91,-485,-4270,739,-586,-4486
67701,-115,249,-4314,517,-612,-3838
67711,-71,241,-4179,260,-657,-3254
67721,266,256,-4293,137,-754,-2836
67731,1202,484,-4343,-177,-627,-2350
67741,1264,790,-4195,-396,-390,-1508
67752,910,814,-4142,-485,-399,-746
67762,519,48,-4127,-439,-439,-183
67770,409,39,-4409,-288,-502,-128
67780,422,88,-4284,-33,-479,-94
67791,443,34,-4293,101,-476,-48
67801,428,15,-4357,153,-468,-16
67811,418,28,-4280,170,-447,6
67821,405,-8,-4301,196,-440,22
67832,428,-43,-4318,199,-431,29
67840,390,-46,-4362,183,-390,21
67850,402,-37,-4344,167,-345,12
67860,383,-14,-4316,157,-300,9
67870,370,-20,-4256,153,-269,7
67881,359,-18,-4287,163,-272,10
67891,360,-27,-4238,180,-278,20
67901,363,-50,-4280,200,-299,31
67911,341,-51,-4302,205,-306,35
67922,352,-47,-4307,209,-300,38
67930,360,-46,-4317,197,-293,37
67940,331,-44,-4315,173,-273,29
67950,330,-70,-4363,137,-240,21
67961,315,-49,-4363,98,-188,13
67971,336,-60,-4338,66,-135,6
67981,305,-69,-4341,45,-95,2
67991,307,-53,-4322,28,-68,0
68002,309,-49,-4295,11,-49,-4
68010,317,-27,-4305,-3,-37,-2
68020,311,-61,-4314,-8,-29,-4
68030,311,-57,-4287,-10,-23,-3
68040,308,-43,-4302,-3,-15,-3
68051,308,-43,-4325,10,-9,-1
68061,313,-39,-4287,30,-4,4
68071,322,-46,-4293,50,4,7
68079,299,-34,-4315,65,8,7
68090,298,-43,-4283,83,16,4
68100,316,-45,-4294,87,21,8
68110,327,-53,-4299,87,18,7
68120,314,-56,-4280,85,17,9
68131,320,-50,-4289,82,10,5
68141,312,-79,-4278,82,9,2
68151,330,-69,-4299,86,8,1
68159,319,-46,-4269,94,10,1
68169,311,-48,-4267,88,8,-1
68180,297,-50,-4288,90,2,-2
68190,323,-71,-4292,92,-1,-5
68200,308,-51,-4281,88,-5,-4
68210,308,-78,-4281,85,-10,-5
68221,305,-68,-4299,71,-13,-4
68231,318,-59,-4267,61,-13,-8
68239,304,-65,-4270,53,-17,-7
68249,286,-55,-4306,53,-20,-8
68260,298,-80,-4311,54,-20,-8
